Idade,Renda anual,Tipo residência,Tempo no emprego,Intenção de empréstimo,Valor do empréstimo,Taxa de juros,Status do empréstimo,Histórico não pagamentos,Tempo histórico de crédito
26,809200.0,ALUGUEL,0.0,INVESTIMENTO,61880.0,12.42,1,N,3
24,396508.0,ALUGUEL,0.0,MÉDICO,119000.0,,0,N,2
24,523600.0,ALUGUEL,7.0,REFORMA,119000.0,15.7,1,S,2
22,73113.59999999999,PRÓPRIO,7.0,REFORMA,11900.0,12.53,0,N,3
25,639268.0,ALUGUEL,3.0,MÉDICO,23800.0,16.49,0,N,2
25,809200.0,HIPOTECA,2.0,EDUCAÇÃO,95200.0,7.49,1,N,2
22,478760.8,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,119000.0,14.96,0,S,2
25,537880.0,ALUGUEL,7.0,MÉDICO,119000.0,12.73,1,S,4
24,571200.0,ALUGUEL,8.0,EDUCAÇÃO,119000.0,10.65,1,N,4
25,571200.0,ALUGUEL,6.0,MÉDICO,119000.0,10.74,1,N,2
23,571200.0,ALUGUEL,7.0,EDUCAÇÃO,119000.0,9.99,1,N,2
24,436968.0,ALUGUEL,5.0,MÉDICO,119000.0,15.33,0,S,2
21,74256.0,PRÓPRIO,5.0,INVESTIMENTO,4760.0,7.29,1,N,4
26,514080.0,ALUGUEL,2.0,PESSOAL,119000.0,15.05,0,N,3
26,618780.96,ALUGUEL,6.0,PESSOAL,119000.0,10.75,1,N,3
23,618800.0,ALUGUEL,4.0,EDUCAÇÃO,119000.0,16.02,1,S,2
23,618800.0,ALUGUEL,7.0,INVESTIMENTO,119000.0,11.49,1,N,4
25,809200.0,PRÓPRIO,4.0,EDUCAÇÃO,95200.0,12.53,1,N,4
26,809200.0,HIPOTECA,0.0,INVESTIMENTO,57120.0,13.57,1,S,2
22,804440.0,ALUGUEL,1.0,PESSOAL,66640.0,11.14,1,N,3
26,803250.0,ALUGUEL,10.0,MÉDICO,115430.0,12.87,1,S,3
23,802536.0,ALUGUEL,3.0,EDUCAÇÃO,95200.0,11.58,1,N,3
24,801050.88,ALUGUEL,5.0,REFORMA,8568.0,11.12,1,N,3
25,799680.0,HIPOTECA,2.0,PESSOAL,166600.0,10.65,1,N,2
24,634508.0,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,119000.0,10.37,1,N,2
24,74256.0,PRÓPRIO,5.0,REFORMA,15708.0,6.39,0,N,4
24,637840.0,ALUGUEL,8.0,PESSOAL,119000.0,16.07,1,S,3
25,637840.0,ALUGUEL,7.0,MÉDICO,119000.0,10.62,1,N,2
25,74256.0,PRÓPRIO,0.0,INVESTIMENTO,15232.0,18.09,0,N,2
25,642600.0,ALUGUEL,5.0,EDUCAÇÃO,119000.0,11.36,1,N,4
26,645741.6,ALUGUEL,10.0,PAGAMENTO DE DIVIDAS,119000.0,12.53,1,N,4
25,690200.0,ALUGUEL,0.0,EDUCAÇÃO,119000.0,9.99,1,N,4
23,714000.0,ALUGUEL,4.0,EDUCAÇÃO,119000.0,10.36,1,N,3
23,785400.0,HIPOTECA,3.0,EDUCAÇÃO,45696.0,5.99,1,N,3
22,728280.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,114240.0,15.62,0,S,2
24,785400.0,HIPOTECA,5.0,PESSOAL,95200.0,10.37,1,N,4
25,785400.0,HIPOTECA,0.0,REFORMA,119000.0,19.74,1,N,4
21,785400.0,HIPOTECA,5.0,EDUCAÇÃO,95200.0,6.91,1,N,4
23,76160.0,PRÓPRIO,7.0,MÉDICO,28560.0,7.9,0,N,2
23,76160.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,10829.0,13.06,1,S,4
23,76160.0,PRÓPRIO,7.0,PESSOAL,9520.0,6.39,1,N,3
23,704480.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,119000.0,14.93,0,N,3
23,76160.0,HIPOTECA,1.0,MÉDICO,26656.0,12.84,0,N,4
24,76255.2,PRÓPRIO,3.0,INVESTIMENTO,17255.0,17.14,0,S,2
22,76607.44,HIPOTECA,2.0,INVESTIMENTO,26180.0,7.14,0,N,3
25,833000.0,ALUGUEL,2.0,PESSOAL,119000.0,8.9,1,N,2
22,77112.0,PRÓPRIO,6.0,PESSOAL,9520.0,12.42,1,N,3
24,880600.0,ALUGUEL,7.0,REFORMA,119000.0,12.68,1,S,2
25,771120.0,ALUGUEL,9.0,PESSOAL,119000.0,11.03,1,N,2
26,766360.0,ALUGUEL,10.0,INVESTIMENTO,142800.0,7.9,1,N,4
22,761600.0,HIPOTECA,0.0,MÉDICO,166600.0,10.65,1,N,4
25,1071000.0,ALUGUEL,5.0,INVESTIMENTO,119000.0,11.86,1,N,4
25,78064.0,PRÓPRIO,1.0,PESSOAL,23800.0,8.94,0,N,4
23,78540.0,PRÓPRIO,6.0,INVESTIMENTO,20825.0,9.63,0,N,4
25,235620.0,ALUGUEL,6.0,PESSOAL,117810.0,14.22,0,N,3
23,285600.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,117810.0,9.33,0,N,3
24,400792.0,ALUGUEL,8.0,MÉDICO,116620.0,13.85,1,N,4
22,79968.0,HIPOTECA,5.0,EDUCAÇÃO,9520.0,10.65,1,N,2
24,437920.0,ALUGUEL,8.0,MÉDICO,116620.0,11.46,1,N,4
23,761600.0,HIPOTECA,5.0,PESSOAL,166600.0,7.66,1,N,2
24,761600.0,HIPOTECA,9.0,INVESTIMENTO,57120.0,16.77,1,N,4
25,761600.0,HIPOTECA,1.0,PESSOAL,57120.0,9.63,1,N,4
26,761600.0,ALUGUEL,6.0,PESSOAL,119000.0,12.23,1,S,4
25,598808.0,HIPOTECA,0.0,MÉDICO,47600.0,14.09,0,N,4
25,257040.0,ALUGUEL,2.0,PESSOAL,115430.0,13.98,0,N,4
23,297500.0,ALUGUEL,1.0,EDUCAÇÃO,115430.0,10.62,0,N,4
24,79968.0,HIPOTECA,,PAGAMENTO DE DIVIDAS,18564.0,,0,N,3
25,325584.0,ALUGUEL,9.0,PESSOAL,115430.0,17.56,0,N,4
26,266774.2,ALUGUEL,1.0,MÉDICO,115430.0,14.96,0,N,2
22,352240.0,ALUGUEL,7.0,PAGAMENTO DE DIVIDAS,115430.0,15.65,0,S,2
24,311556.28,ALUGUEL,9.0,MÉDICO,115430.0,15.7,0,N,2
24,427962.08,ALUGUEL,1.0,INVESTIMENTO,115430.0,12.53,1,N,3
26,371280.0,ALUGUEL,0.0,REFORMA,115430.0,17.56,0,S,3
23,476000.0,ALUGUEL,0.0,PESSOAL,115430.0,12.87,1,S,2
23,490280.0,ALUGUEL,6.0,PESSOAL,115430.0,15.7,1,N,2
25,761600.0,HIPOTECA,2.0,EDUCAÇÃO,42840.0,,1,N,3
25,761600.0,PRÓPRIO,5.0,INVESTIMENTO,71400.0,11.14,1,N,4
24,761600.0,HIPOTECA,3.0,INVESTIMENTO,95200.0,16.0,1,N,3
23,761600.0,HIPOTECA,2.0,EDUCAÇÃO,119000.0,15.65,1,S,2
26,761600.0,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,65450.0,,1,N,4
21,761600.0,HIPOTECA,3.0,INVESTIMENTO,72590.0,15.31,1,S,4
25,761600.0,HIPOTECA,3.0,INVESTIMENTO,95200.0,13.47,1,S,2
22,79968.0,HIPOTECA,0.0,REFORMA,22610.0,13.85,0,S,2
25,533100.96,ALUGUEL,9.0,PESSOAL,115430.0,,1,N,3
21,79968.0,HIPOTECA,0.0,INVESTIMENTO,28560.0,10.39,0,N,4
25,548352.0,ALUGUEL,0.0,REFORMA,115430.0,11.36,1,N,2
23,685440.0,ALUGUEL,0.0,EDUCAÇÃO,115430.0,11.83,1,N,3
23,1366120.0,ALUGUEL,3.0,EDUCAÇÃO,115430.0,12.53,1,N,3
22,514080.0,ALUGUEL,1.0,REFORMA,114954.0,14.96,0,S,3
22,204680.0,ALUGUEL,7.0,PAGAMENTO DE DIVIDAS,114240.0,13.85,0,S,3
23,223739.04,ALUGUEL,1.0,INVESTIMENTO,114240.0,11.58,0,N,4
24,228480.0,ALUGUEL,4.0,INVESTIMENTO,114240.0,16.29,0,S,2
26,228480.0,ALUGUEL,4.0,MÉDICO,114240.0,,0,N,3
21,214028.64,ALUGUEL,2.0,EDUCAÇÃO,114240.0,16.29,0,S,2
25,247520.0,ALUGUEL,,PESSOAL,114240.0,10.74,0,N,2
22,82595.51999999999,HIPOTECA,,EDUCAÇÃO,10710.0,15.27,1,S,3
24,223720.0,ALUGUEL,3.0,PESSOAL,114240.0,17.8,0,N,2
22,82824.0,HIPOTECA,6.0,INVESTIMENTO,4760.0,11.36,1,N,2
22,233240.0,ALUGUEL,2.0,MÉDICO,114240.0,17.56,0,N,4
26,285600.0,ALUGUEL,0.0,PESSOAL,114240.0,7.9,0,N,4
25,285600.0,ALUGUEL,3.0,PESSOAL,114240.0,10.99,0,N,4
22,285600.0,ALUGUEL,0.0,PESSOAL,114240.0,7.29,0,N,3
21,285600.0,ALUGUEL,5.0,MÉDICO,114240.0,10.75,0,N,2
26,295139.04,ALUGUEL,9.0,PAGAMENTO DE DIVIDAS,114240.0,7.9,0,N,3
22,297024.0,ALUGUEL,3.0,EDUCAÇÃO,114240.0,14.84,0,N,2
26,309400.0,ALUGUEL,10.0,PAGAMENTO DE DIVIDAS,114240.0,,0,N,2
22,84537.59999999999,HIPOTECA,6.0,EDUCAÇÃO,23681.0,,0,S,3
23,280840.0,ALUGUEL,5.0,PAGAMENTO DE DIVIDAS,114240.0,19.69,0,S,2
23,314160.0,ALUGUEL,6.0,INVESTIMENTO,114240.0,,0,N,4
24,285600.0,ALUGUEL,0.0,INVESTIMENTO,114240.0,14.96,0,N,4
25,314840.68,ALUGUEL,9.0,EDUCAÇÃO,114240.0,6.99,0,N,3
22,296310.0,ALUGUEL,3.0,PESSOAL,114240.0,16.45,0,S,4
24,333200.0,ALUGUEL,8.0,EDUCAÇÃO,114240.0,10.99,0,N,4
23,352240.0,ALUGUEL,7.0,PAGAMENTO DE DIVIDAS,114240.0,10.99,0,N,2
22,85680.0,PRÓPRIO,3.0,PESSOAL,14280.0,7.9,0,N,4
22,357000.0,ALUGUEL,6.0,EDUCAÇÃO,114240.0,12.69,0,N,4
24,357000.0,ALUGUEL,9.0,MÉDICO,114240.0,10.37,0,N,3
24,357000.0,ALUGUEL,7.0,REFORMA,114240.0,,0,N,3
26,328440.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,114240.0,15.83,0,N,3
23,371280.0,ALUGUEL,4.0,PESSOAL,114240.0,13.92,0,N,3
22,85680.0,PRÓPRIO,,INVESTIMENTO,9520.0,11.49,1,N,3
24,380800.0,ALUGUEL,2.0,MÉDICO,114240.0,10.25,1,N,2
22,85680.0,PRÓPRIO,1.0,REFORMA,16660.0,7.49,0,N,4
23,85680.0,PRÓPRIO,3.0,EDUCAÇÃO,19040.0,5.99,0,N,2
23,355572.0,ALUGUEL,6.0,PESSOAL,114240.0,12.92,0,N,2
26,421716.96,ALUGUEL,3.0,PESSOAL,114240.0,11.58,1,N,3
25,452200.0,ALUGUEL,4.0,EDUCAÇÃO,114240.0,8.9,1,N,2
22,395080.0,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,114240.0,19.69,0,N,3
25,452200.0,ALUGUEL,9.0,INVESTIMENTO,114240.0,6.54,1,N,4
21,85680.0,PRÓPRIO,3.0,REFORMA,23324.0,14.54,0,S,4
21,85680.0,PRÓPRIO,,EDUCAÇÃO,23800.0,11.11,0,N,2
26,476000.0,ALUGUEL,5.0,PESSOAL,114240.0,12.73,1,N,4
24,523600.0,ALUGUEL,7.0,INVESTIMENTO,114240.0,15.62,1,N,4
24,85680.0,PRÓPRIO,0.0,REFORMA,29750.0,6.54,0,N,4
22,466480.0,ALUGUEL,7.0,PAGAMENTO DE DIVIDAS,114240.0,,0,S,2
26,494430.72,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,114240.0,20.03,0,N,4
22,571200.0,ALUGUEL,4.0,EDUCAÇÃO,114240.0,9.91,1,N,4
24,571200.0,ALUGUEL,1.0,INVESTIMENTO,114240.0,12.69,1,N,4
26,514080.0,ALUGUEL,9.0,EDUCAÇÃO,114240.0,20.16,0,N,3
24,590620.7999999999,ALUGUEL,4.0,PESSOAL,114240.0,16.49,1,S,4
23,85680.0,HIPOTECA,1.0,MÉDICO,11900.0,15.95,0,N,2
24,618800.0,ALUGUEL,7.0,PAGAMENTO DE DIVIDAS,114240.0,11.49,1,N,3
25,642600.0,ALUGUEL,8.0,PESSOAL,114240.0,10.99,1,N,2
24,642600.0,ALUGUEL,4.0,REFORMA,114240.0,13.79,1,N,2
23,546210.0,ALUGUEL,2.0,MÉDICO,114240.0,20.03,0,S,3
23,714000.0,ALUGUEL,0.0,EDUCAÇÃO,114240.0,7.49,1,N,4
23,656880.0,ALUGUEL,7.0,PAGAMENTO DE DIVIDAS,114240.0,16.0,0,S,2
24,85680.0,PRÓPRIO,6.0,PESSOAL,61880.0,7.88,0,N,3
21,85680.0,PRÓPRIO,0.0,INVESTIMENTO,29750.0,10.62,0,N,4
26,737800.0,ALUGUEL,7.0,PAGAMENTO DE DIVIDAS,114240.0,10.99,1,N,4
26,704480.0,ALUGUEL,1.0,EDUCAÇÃO,114240.0,18.3,0,N,2
26,809200.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,114240.0,,1,S,2
21,85680.0,PRÓPRIO,1.0,PESSOAL,11900.0,11.36,1,N,3
24,208944.96,ALUGUEL,8.0,REFORMA,114121.0,,0,N,2
23,571200.0,ALUGUEL,4.0,MÉDICO,113050.0,13.47,1,N,2
24,261780.96,ALUGUEL,2.0,PESSOAL,112336.0,11.89,0,N,3
24,85680.0,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,47600.0,12.18,0,N,2
25,485520.0,ALUGUEL,9.0,PAGAMENTO DE DIVIDAS,112336.0,13.49,1,N,4
23,357000.0,ALUGUEL,3.0,PESSOAL,112217.0,14.5,0,N,4
22,85680.0,PRÓPRIO,2.0,MÉDICO,19040.0,,0,N,2
22,85680.0,PRÓPRIO,1.0,MÉDICO,25704.0,15.31,0,S,2
25,85680.0,HIPOTECA,1.0,MÉDICO,19040.0,,0,N,3
21,85680.0,PRÓPRIO,5.0,INVESTIMENTO,16065.0,,0,N,2
22,318729.6,ALUGUEL,1.0,INVESTIMENTO,111384.0,7.49,0,N,2
22,206512.6,ALUGUEL,7.0,PESSOAL,109480.0,,0,N,3
25,269149.44,ALUGUEL,3.0,EDUCAÇÃO,109480.0,,0,N,2
23,285600.0,ALUGUEL,2.0,INVESTIMENTO,109480.0,12.18,0,N,4
24,85680.0,HIPOTECA,3.0,INVESTIMENTO,5712.0,11.34,1,S,4
25,300870.08,ALUGUEL,9.0,EDUCAÇÃO,109480.0,9.91,0,N,3
24,309400.0,ALUGUEL,0.0,REFORMA,109480.0,11.99,0,N,4
23,323680.0,ALUGUEL,7.0,EDUCAÇÃO,109480.0,9.62,0,N,2
22,85680.0,PRÓPRIO,1.0,PAGAMENTO DE DIVIDAS,14280.0,9.96,0,N,3
25,380800.0,ALUGUEL,9.0,INVESTIMENTO,109480.0,,1,N,2
24,418880.0,ALUGUEL,1.0,INVESTIMENTO,109480.0,14.54,0,N,2
22,278936.0,ALUGUEL,5.0,MÉDICO,108290.0,11.36,0,N,4
23,333200.0,ALUGUEL,7.0,PAGAMENTO DE DIVIDAS,107100.0,14.27,0,N,2
24,87046.12,PRÓPRIO,3.0,REFORMA,14280.0,11.99,0,N,3
26,332466.96,ALUGUEL,2.0,EDUCAÇÃO,107100.0,18.99,0,S,2
24,347480.0,ALUGUEL,0.0,INVESTIMENTO,106624.0,16.7,0,S,4
24,88060.0,HIPOTECA,8.0,PESSOAL,23800.0,9.32,0,N,3
23,166600.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,105910.0,12.69,0,N,3
25,204680.0,ALUGUEL,9.0,REFORMA,104720.0,13.11,0,N,2
25,247520.0,ALUGUEL,4.0,PESSOAL,104720.0,10.74,0,N,2
21,89016.76,HIPOTECA,0.0,PESSOAL,19992.0,14.11,0,S,4
22,271320.0,ALUGUEL,6.0,EDUCAÇÃO,104720.0,9.63,0,N,3
25,276080.0,ALUGUEL,0.0,MÉDICO,104720.0,14.65,0,N,2
23,285600.0,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,104720.0,10.25,0,N,4
24,285600.0,ALUGUEL,3.0,INVESTIMENTO,104720.0,14.26,0,S,2
25,89678.4,HIPOTECA,5.0,EDUCAÇÃO,14280.0,9.91,0,N,2
26,266560.0,ALUGUEL,7.0,MÉDICO,104720.0,17.19,0,N,3
22,333200.0,ALUGUEL,3.0,EDUCAÇÃO,104720.0,11.36,0,N,4
22,314160.0,ALUGUEL,1.0,EDUCAÇÃO,104720.0,,0,N,2
23,352544.64,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,104720.0,10.59,1,N,3
24,364601.72,ALUGUEL,5.0,EDUCAÇÃO,104720.0,9.25,1,N,2
22,90440.0,PRÓPRIO,6.0,MÉDICO,17255.0,8.49,0,N,3
26,366520.0,ALUGUEL,0.0,INVESTIMENTO,104720.0,6.54,1,N,3
21,90440.0,PRÓPRIO,5.0,MÉDICO,28560.0,8.49,0,N,3
24,380800.0,ALUGUEL,0.0,MÉDICO,104720.0,,1,N,4
26,393176.0,ALUGUEL,10.0,INVESTIMENTO,104720.0,12.69,1,N,2
24,90440.0,PRÓPRIO,3.0,MÉDICO,35224.0,13.85,0,N,2
25,90440.0,PRÓPRIO,3.0,PAGAMENTO DE DIVIDAS,19040.0,7.4,0,N,3
23,399840.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,104720.0,11.71,1,N,4
25,369614.0,ALUGUEL,8.0,PESSOAL,104720.0,11.48,0,N,3
25,390320.0,ALUGUEL,1.0,EDUCAÇÃO,104720.0,17.51,0,N,2
21,90497.12,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,16660.0,14.61,0,N,3
23,475980.96,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,104720.0,7.88,1,N,4
23,523600.0,ALUGUEL,0.0,PESSOAL,104720.0,,1,N,3
22,91392.0,HIPOTECA,6.0,PESSOAL,23562.0,11.71,0,N,2
25,271320.0,ALUGUEL,4.0,PESSOAL,103292.0,11.99,0,N,2
24,257040.0,ALUGUEL,5.0,INVESTIMENTO,102816.0,13.49,0,N,2
23,266560.0,ALUGUEL,8.0,MÉDICO,102816.0,21.21,0,S,4
26,299880.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,102816.0,14.35,0,S,3
22,390320.0,ALUGUEL,3.0,PESSOAL,102816.0,13.61,1,S,3
22,371280.0,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,102816.0,11.26,0,N,3
22,91392.0,PRÓPRIO,0.0,INVESTIMENTO,11424.0,10.59,1,N,3
24,533786.4,ALUGUEL,8.0,MÉDICO,102816.0,7.9,1,N,2
24,91392.0,HIPOTECA,,REFORMA,33320.0,5.99,0,N,4
25,91392.0,PRÓPRIO,4.0,EDUCAÇÃO,14280.0,11.99,0,N,4
24,280840.0,ALUGUEL,5.0,MÉDICO,102340.0,16.89,0,N,3
24,333200.0,ALUGUEL,5.0,REFORMA,102340.0,9.99,0,N,3
24,552160.0,ALUGUEL,5.0,EDUCAÇÃO,102340.0,15.33,1,S,3
25,285600.0,ALUGUEL,5.0,EDUCAÇÃO,102102.0,7.29,0,N,4
22,147560.0,ALUGUEL,5.0,PAGAMENTO DE DIVIDAS,101150.0,12.42,0,N,3
25,223967.52,ALUGUEL,5.0,INVESTIMENTO,101150.0,10.99,0,N,2
25,243045.6,ALUGUEL,9.0,INVESTIMENTO,101150.0,6.91,0,N,2
22,91392.0,HIPOTECA,6.0,PAGAMENTO DE DIVIDAS,23800.0,14.17,0,S,2
22,252280.0,ALUGUEL,3.0,MÉDICO,101150.0,10.25,0,N,3
26,91392.0,PRÓPRIO,0.0,EDUCAÇÃO,44030.0,,0,N,2
24,266560.0,ALUGUEL,8.0,INVESTIMENTO,101150.0,15.95,0,S,3
24,309400.0,ALUGUEL,4.0,EDUCAÇÃO,101150.0,15.95,0,S,4
21,166600.0,ALUGUEL,3.0,INVESTIMENTO,99960.0,12.53,0,N,4
22,91392.0,HIPOTECA,6.0,REFORMA,6664.0,14.91,0,S,4
23,91392.0,HIPOTECA,7.0,MÉDICO,14280.0,,0,N,4
26,190400.0,ALUGUEL,3.0,MÉDICO,99960.0,6.54,0,N,4
25,91392.0,PRÓPRIO,2.0,INVESTIMENTO,4760.0,,1,N,3
26,199920.0,ALUGUEL,0.0,MÉDICO,99960.0,17.26,0,S,4
23,299880.0,ALUGUEL,2.0,MÉDICO,99960.0,11.36,0,N,2
26,91392.0,HIPOTECA,5.0,INVESTIMENTO,19040.0,7.51,0,N,4
22,280840.0,ALUGUEL,2.0,PESSOAL,99960.0,10.71,0,N,3
22,335580.0,ALUGUEL,3.0,PESSOAL,99960.0,13.98,1,S,4
26,310442.44,ALUGUEL,11.0,PAGAMENTO DE DIVIDAS,99960.0,14.09,0,N,3
22,357000.0,ALUGUEL,2.0,EDUCAÇÃO,99960.0,10.0,1,N,3
22,91392.0,HIPOTECA,3.0,MÉDICO,23800.0,15.33,0,N,3
25,295343.72,ALUGUEL,9.0,MÉDICO,99960.0,16.32,0,S,4
24,376040.0,ALUGUEL,8.0,REFORMA,99960.0,7.9,1,N,2
23,380800.0,ALUGUEL,3.0,MÉDICO,99960.0,11.99,1,N,3
24,399840.0,ALUGUEL,8.0,MÉDICO,99960.0,10.75,1,N,4
26,404600.0,ALUGUEL,3.0,REFORMA,99960.0,13.92,1,N,3
22,442680.0,ALUGUEL,1.0,EDUCAÇÃO,99960.0,9.91,1,N,3
26,385560.0,ALUGUEL,10.0,EDUCAÇÃO,99960.0,16.95,0,S,3
26,461720.0,ALUGUEL,1.0,EDUCAÇÃO,99960.0,7.9,1,N,3
26,461720.0,ALUGUEL,3.0,EDUCAÇÃO,99960.0,,1,S,3
25,476000.0,ALUGUEL,2.0,PESSOAL,99960.0,16.49,0,S,3
26,91392.0,OUTRO,0.0,PESSOAL,35700.0,11.97,0,S,2
21,91644.28,HIPOTECA,,PAGAMENTO DE DIVIDAS,29750.0,6.17,0,N,3
26,595000.0,ALUGUEL,5.0,REFORMA,99960.0,8.9,1,N,2
25,595000.0,ALUGUEL,9.0,EDUCAÇÃO,99960.0,12.99,1,S,3
23,390320.0,ALUGUEL,2.0,PESSOAL,99484.0,12.69,1,N,2
21,92820.0,HIPOTECA,0.0,EDUCAÇÃO,71400.0,9.64,0,N,2
26,238000.0,ALUGUEL,7.0,INVESTIMENTO,97580.0,7.49,0,N,3
23,333200.0,ALUGUEL,2.0,EDUCAÇÃO,97580.0,13.16,1,S,3
22,94248.0,PRÓPRIO,1.0,EDUCAÇÃO,9996.0,8.38,1,N,4
123,380819.04,ALUGUEL,2.0,EDUCAÇÃO,97104.0,10.25,1,N,3
23,257040.0,ALUGUEL,7.0,PESSOAL,96985.0,7.49,0,N,2
26,123760.0,ALUGUEL,10.0,EDUCAÇÃO,95438.0,9.76,0,N,2
24,157080.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,95200.0,10.99,0,N,3
23,95200.0,PRÓPRIO,0.0,PESSOAL,23800.0,11.71,1,N,4
22,95200.0,PRÓPRIO,6.0,PESSOAL,44030.0,10.65,1,N,4
24,168332.63999999998,ALUGUEL,1.0,MÉDICO,95200.0,12.53,0,N,4
25,180880.0,ALUGUEL,4.0,MÉDICO,95200.0,14.59,0,N,4
23,152320.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,95200.0,12.61,0,N,4
25,180899.04,ALUGUEL,6.0,MÉDICO,95200.0,13.11,0,N,2
23,95200.0,HIPOTECA,2.0,MÉDICO,30464.0,10.65,1,N,4
25,183526.56,ALUGUEL,9.0,PESSOAL,95200.0,11.22,0,S,4
23,156604.0,ALUGUEL,1.0,EDUCAÇÃO,95200.0,16.0,0,N,2
25,161840.0,ALUGUEL,10.0,REFORMA,95200.0,8.88,0,N,4
24,190400.0,ALUGUEL,4.0,PESSOAL,95200.0,12.53,0,N,3
21,171360.0,ALUGUEL,5.0,MÉDICO,95200.0,,0,S,2
26,95200.0,HIPOTECA,5.0,MÉDICO,22848.0,5.99,1,N,3
25,199920.0,ALUGUEL,2.0,EDUCAÇÃO,95200.0,13.47,0,N,4
22,200986.24,ALUGUEL,7.0,INVESTIMENTO,95200.0,6.99,0,N,4
25,95200.0,PRÓPRIO,0.0,PESSOAL,26894.0,15.99,1,S,2
23,95200.0,HIPOTECA,7.0,EDUCAÇÃO,17255.0,,1,S,3
22,177129.12,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,95200.0,16.69,0,N,3
25,180880.0,ALUGUEL,9.0,MÉDICO,95200.0,11.11,0,N,4
22,214200.0,ALUGUEL,0.0,EDUCAÇÃO,95200.0,7.9,0,N,4
23,214200.0,ALUGUEL,4.0,PESSOAL,95200.0,10.25,0,N,2
24,214200.0,ALUGUEL,8.0,MÉDICO,95200.0,,0,N,2
23,95200.0,PRÓPRIO,7.0,MÉDICO,5712.0,7.49,1,N,3
22,214200.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,95200.0,13.92,0,S,3
24,185640.0,ALUGUEL,5.0,MÉDICO,95200.0,14.74,0,N,2
24,221340.0,ALUGUEL,5.0,EDUCAÇÃO,95200.0,10.62,0,N,2
22,228480.0,ALUGUEL,7.0,INVESTIMENTO,95200.0,10.65,0,N,3
22,199920.0,ALUGUEL,1.0,PESSOAL,95200.0,12.99,0,N,3
22,230860.0,ALUGUEL,1.0,INVESTIMENTO,95200.0,11.36,0,N,4
22,95200.0,PRÓPRIO,3.0,EDUCAÇÃO,35700.0,5.79,1,N,4
23,235144.0,ALUGUEL,0.0,EDUCAÇÃO,95200.0,6.54,0,N,4
25,95200.0,HIPOTECA,1.0,INVESTIMENTO,19040.0,5.79,1,N,2
25,238000.0,ALUGUEL,10.0,PAGAMENTO DE DIVIDAS,95200.0,7.49,0,N,3
25,238000.0,ALUGUEL,9.0,EDUCAÇÃO,95200.0,13.43,0,N,2
22,238000.0,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,95200.0,13.22,0,N,2
22,95200.0,PRÓPRIO,1.0,INVESTIMENTO,23800.0,14.72,1,N,3
22,209440.0,ALUGUEL,2.0,EDUCAÇÃO,95200.0,15.68,0,N,4
24,242122.16,ALUGUEL,6.0,MÉDICO,95200.0,,0,N,3
25,242522.0,ALUGUEL,5.0,REFORMA,95200.0,11.48,0,N,3
24,242760.0,ALUGUEL,8.0,INVESTIMENTO,95200.0,10.38,0,N,3
22,242760.0,ALUGUEL,5.0,EDUCAÇÃO,95200.0,12.53,0,N,3
22,242760.0,ALUGUEL,0.0,EDUCAÇÃO,95200.0,13.47,0,N,2
24,245140.0,ALUGUEL,6.0,INVESTIMENTO,95200.0,12.21,0,N,4
25,247500.96,ALUGUEL,9.0,INVESTIMENTO,95200.0,10.99,0,N,3
25,247520.0,ALUGUEL,1.0,EDUCAÇÃO,95200.0,11.36,0,N,4
22,218960.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,95200.0,16.0,0,S,4
26,95200.0,HIPOTECA,1.0,PESSOAL,7140.0,7.74,1,N,3
24,247520.0,ALUGUEL,8.0,EDUCAÇÃO,95200.0,15.65,0,S,2
25,218960.0,ALUGUEL,9.0,PAGAMENTO DE DIVIDAS,95200.0,11.78,0,S,2
24,250180.84,ALUGUEL,9.0,REFORMA,95200.0,,0,N,3
22,223720.0,ALUGUEL,5.0,MÉDICO,95200.0,16.77,0,N,3
